alpha,flatness,depth_param,measured_depth,seed,architecture,nrmse_slow,nrmse_fast
0.3,0.017776575545030607,0.5,0.9755781078444663,6,esn_matched,0.373589026690579,0.6982404697611031
0.3,0.017776575545030607,1.0,1.9366064055309213,1,serial_force,0.17852913822667357,0.8042323973349669
0.3,0.017776575545030607,1.0,1.9366064055309213,1,esn_matched,0.3381534970070215,0.9496276876155636
0.3,0.017776575545030607,1.0,1.9366064055309213,2,serial_force,0.17680138179545538,0.7773654895959361
0.3,0.017776575545030607,1.0,1.9366064055309213,2,esn_matched,0.33023523988890485,0.9019685192158445
0.3,0.017776575545030607,1.0,1.9366064055309213,3,serial_force,0.18293783766825608,0.789612029736698
0.3,0.017776575545030607,1.0,1.9366064055309213,3,esn_matched,0.33853901111314755,0.9068046426531261
0.3,0.017776575545030607,1.0,1.9366064055309213,4,serial_force,0.1671925423418736,0.7908539869932688
0.3,0.017776575545030607,1.0,1.9366064055309213,4,esn_matched,0.3243462200972291,0.9255042836904258
0.3,0.017776575545030607,1.0,1.9366064055309213,5,serial_force,0.2583487530203722,0.7458023476961146
0.3,0.017776575545030607,1.0,1.9366064055309213,5,esn_matched,0.3500690217322995,0.8335641589878772
0.3,0.017776575545030607,1.0,1.9366064055309213,6,serial_force,0.2870103421927389,0.7397372609989354
0.3,0.017776575545030607,1.0,1.9366064055309213,6,esn_matched,0.373589026690579,0.8576973884116701
0.5,0.04027164060135726,0.1,0.20029614495606507,1,serial_force,0.19114905363356405,0.7599120458120975
